0.004009 0
0.00700925 0
0.0100095 0
0.0130097 0
0.01601 0
0.0190102 0
0.0220105 0
0.0250107 2
0.028011 2
0.0310112 3
0.0340115 3
0.0370117 1
0.040012 2
0.0430122 3
0.0460125 4
0.0490127 1
0.052013 1
0.0550132 7
0.0580135 5
0.0610137 8
0.064014 13
0.0670142 15
0.0700145 17
0.0730147 26
0.076015 46
0.0790152 46
0.0820155 75
0.0850157 89
0.088016 124
0.0910162 152
0.0940165 178
0.0970167 221
0.100017 241
0.103017 307
0.106017 319
0.109018 337
0.112018 372
0.115018 440
0.118018 481
0.121019 555
0.124019 545
0.127019 621
0.130019 616
0.13302 683
0.13602 768
0.13902 773
0.14202 752
0.145021 784
0.148021 798
0.151021 837
0.154021 778
0.157022 868
0.160022 885
0.163022 875
0.166022 950
0.169023 934
0.172023 904
0.175023 988
0.178023 952
0.181024 932
0.184024 957
0.187024 984
0.190024 966
0.193025 1000
0.196025 1020
0.199025 1037
0.202025 986
0.205026 992
0.208026 1066
0.211026 1047
0.214026 943
0.217027 1041
0.220027 976
0.223027 1082
0.226027 996
0.229028 942
0.232028 990
0.235028 1035
0.238028 1006
0.241029 923
0.244029 960
0.247029 931
0.250029 929
0.25303 914
0.25603 889
0.25903 886
0.26203 814
0.265031 833
0.268031 864
0.271031 950
0.274031 888
0.277032 783
0.280032 769
0.283032 840
0.286032 863
0.289033 898
0.292033 816
0.295033 756
0.298033 753
0.301034 686
0.304034 720
0.307034 816
0.310034 778
0.313035 791
0.316035 762
0.319035 747
0.322035 839
0.325036 943
0.328036 774
0.331036 710
0.334036 812
0.337037 832
0.340037 793
0.343037 727
0.346037 691
0.349038 780
0.352038 825
0.355038 726
0.358038 591
0.361039 635
0.364039 682
0.367039 722
0.370039 694
0.37304 738
0.37604 678
0.37904 525
0.38204 606
0.385041 571
0.388041 676
0.391041 620
0.394041 586
0.397042 606
0.400042 694
0.403042 645
0.406042 562
0.409043 591
0.412043 531
0.415043 579
0.418043 606
0.421044 561
0.424044 575
0.427044 507
0.430044 509
0.433045 520
0.436045 567
0.439045 594
0.442045 582
0.445046 608
0.448046 589
0.451046 524
0.454046 493
0.457047 502
0.460047 529
0.463047 533
0.466047 496
0.469048 567
0.472048 539
0.475048 552
0.478048 488
0.481049 505
0.484049 553
0.487049 584
0.490049 506
0.49305 462
0.49605 584
0.49905 541
0.50205 546
0.505051 555
0.508051 864
0.511051 532
0.514051 473
0.517052 413
0.520052 352
0.523052 424
0.526052 414
0.529053 547
0.532053 523
0.535053 487
0.538053 505
0.541054 447
0.544054 402
0.547054 397
0.550054 499
0.553055 465
0.556055 422
0.559055 462
0.562055 470
0.565056 430
0.568056 425
0.571056 426
0.574056 425
0.577057 344
0.580057 376
0.583057 417
0.586057 333
0.589058 412
0.592058 463
0.595058 505
0.598058 508
0.601059 543
0.604059 545
0.607059 727
0.610059 588
0.61306 492
0.61606 491
0.61906 482
0.62206 476
0.625061 431
0.628061 420
0.631061 383
0.634061 496
0.637062 428
0.640062 401
0.643062 368
0.646062 393
0.649063 385
0.652063 381
0.655063 355
0.658063 406
0.661064 385
0.664064 323
0.667064 265
0.670064 227
0.673065 301
0.676065 371
0.679065 389
0.682065 351
0.685066 339
0.688066 437
0.691066 361
0.694066 312
0.697067 378
0.700067 361
0.703067 350
0.706067 358
0.709068 329
0.712068 322
0.715068 393
0.718068 414
0.721069 317
0.724069 289
0.727069 339
0.730069 314
0.73307 292
0.73607 363
0.73907 312
0.74207 284
0.745071 348
0.748071 334
0.751071 315
0.754071 345
0.757072 354
0.760072 297
0.763072 310
0.766072 336
0.769073 379
0.772073 290
0.775073 295
0.778073 231
0.781074 239
0.784074 235
0.787074 237
0.790074 182
0.793075 235
0.796075 313
0.799075 269
0.802075 248
0.805076 254
0.808076 308
0.811076 338
0.814076 318
0.817077 262
0.820077 290
0.823077 283
0.826077 253
0.829078 330
0.832078 292
0.835078 261
0.838078 320
0.841079 370
0.844079 369
0.847079 348
0.850079 331
0.85308 303
0.85608 278
0.85908 281
0.86208 202
0.865081 182
0.868081 226
0.871081 272
0.874081 265
0.877082 313
0.880082 293
0.883082 311
0.886082 243
0.889083 234
0.892083 188
0.895083 210
0.898083 254
0.901084 203
0.904084 329
0.907084 423
0.910084 411
0.913085 304
0.916085 252
0.919085 174
0.922085 172
0.925086 139
0.928086 209
0.931086 269
0.934086 363
0.937087 314
0.940087 269
0.943087 279
0.946087 244
0.949088 189
0.952088 174
0.955088 166
0.958088 257
0.961089 242
0.964089 170
0.967089 204
0.970089 222
0.97309 265
0.97609 175
0.97909 169
0.98209 187
0.985091 222
0.988091 251
0.991091 252
0.994091 295
0.997092 354
1.00009 380
1.00309 356
1.00609 303
1.00909 314
1.01209 303
1.01509 216
1.01809 130
1.02109 127
1.02409 258
1.02709 245
1.03009 144
1.03309 172
1.03609 206
1.0391 172
1.0421 204
1.0451 277
1.0481 257
1.0511 323
1.0541 384
1.0571 266
1.0601 232
1.0631 258
1.0661 266
1.0691 213
1.0721 235
1.0751 252
1.0781 195
1.0811 130
1.0841 112
1.0871 178
1.0901 265
1.0931 277
1.0961 267
1.0991 229
1.1021 218
1.1051 235
1.1081 213
1.1111 244
1.1141 348
1.1171 474
1.1201 398
1.1231 187
1.1261 179
1.1291 184
1.1321 219
1.1351 218
1.1381 227
1.1411 217
1.1441 187
1.1471 247
1.1501 240
1.1531 266
1.1561 212
1.15911 147
1.16211 316
1.16511 327
1.16811 258
1.17111 308
1.17411 320
1.17711 238
1.18011 208
1.18311 140
1.18611 91
