0.005094 0
0.00809646 0
0.0110989 0
0.0141014 0
0.0171038 0
0.0201063 1
0.0231088 2
0.0261112 5
0.0291137 4
0.0321162 2
0.0351186 4
0.0381211 9
0.0411235 9
0.044126 6
0.0471285 5
0.0501309 5
0.0531334 11
0.0561359 8
0.0591383 7
0.0621408 15
0.0651432 35
0.0681457 32
0.0711482 58
0.0741506 103
0.0771531 118
0.0801556 154
0.083158 174
0.0861605 305
0.0891629 350
0.0921654 420
0.0951679 535
0.0981703 676
0.101173 793
0.104175 858
0.107178 973
0.11018 1096
0.113183 1143
0.116185 1385
0.119188 1498
0.12219 1589
0.125192 1790
0.128195 1818
0.131197 1964
0.1342 1994
0.137202 2241
0.140205 2256
0.143207 2267
0.14621 2376
0.149212 2380
0.152215 2507
0.155217 2527
0.15822 2578
0.161222 2534
0.164225 2703
0.167227 2782
0.170229 2760
0.173232 2677
0.176234 2760
0.179237 2774
0.182239 2806
0.185242 2895
0.188244 2566
0.191247 2789
0.194249 2887
0.197252 2864
0.200254 3008
0.203257 2881
0.206259 2915
0.209261 2912
0.212264 2900
0.215266 2913
0.218269 3000
0.221271 2876
0.224274 2916
0.227276 2835
0.230279 2621
0.233281 2783
0.236284 2995
0.239286 2937
0.242289 2671
0.245291 2740
0.248293 2598
0.251296 2473
0.254298 2479
0.257301 2533
0.260303 2363
0.263306 2373
0.266308 2417
0.269311 2531
0.272313 2551
0.275316 2309
0.278318 2262
0.281321 2216
0.284323 2244
0.287325 2329
0.290328 2458
0.29333 2172
0.296333 2088
0.299335 1944
0.302338 2001
0.30534 2095
0.308343 2164
0.311345 2041
0.314348 2265
0.31735 2185
0.320353 1983
0.323355 2420
0.326357 2272
0.32936 1882
0.332362 2070
0.335365 2177
0.338367 2237
0.34137 2008
0.344372 1981
0.347375 1842
0.350377 2070
0.35338 1979
0.356382 1689
0.359385 1565
0.362387 1805
0.365389 1888
0.368392 1810
0.371394 1955
0.374397 1832
0.377399 1518
0.380402 1423
0.383404 1510
0.386407 1654
0.389409 1703
0.392412 1578
0.395414 1455
0.398417 1568
0.401419 1756
0.404422 1724
0.407424 1581
0.410426 1492
0.413429 1541
0.416431 1573
0.419434 1605
0.422436 1546
0.425439 1353
0.428441 1265
0.431444 1319
0.434446 1410
0.437449 1456
0.440451 1435
0.443454 1552
0.446456 1593
0.449458 1499
0.452461 1310
0.455463 1255
0.458466 1336
0.461468 1462
0.464471 1305
0.467473 1318
0.470476 1440
0.473478 1416
0.476481 1407
0.479483 1321
0.482486 1345
0.485488 1497
0.48849 1449
0.491493 1218
0.494495 1385
0.497498 1493
0.5005 1440
0.503503 1348
0.506505 1615
0.509508 2083
0.51251 1360
0.515513 1158
0.518515 1002
0.521518 968
0.52452 1092
0.527522 1385
0.530525 1416
0.533527 1300
0.53653 1319
0.539532 1231
0.542535 1047
0.545537 878
0.54854 1072
0.551542 1204
0.554545 1064
0.557547 1107
0.56055 1263
0.563552 1201
0.566554 983
0.569557 1027
0.572559 1116
0.575562 983
0.578564 942
0.581567 1005
0.584569 984
0.587572 1051
0.590574 1168
0.593577 1314
0.596579 1375
0.599582 1393
0.602584 1412
0.605586 1763
0.608589 1777
0.611591 1250
0.614594 1140
0.617596 1265
0.620599 1252
0.623601 1262
0.626604 1166
0.629606 989
0.632609 1156
0.635611 1246
0.638614 1099
0.641616 1034
0.644619 993
0.647621 1088
0.650623 1077
0.653626 842
0.656628 955
0.659631 944
0.662633 961
0.665636 731
0.668638 621
0.671641 742
0.674643 878
0.677646 995
0.680648 997
0.683651 905
0.686653 1061
0.689655 1065
0.692658 815
0.69566 871
0.698663 956
0.701665 994
0.704668 910
0.70767 916
0.710673 894
0.713675 860
0.716678 945
0.71968 945
0.722683 854
0.725685 893
0.728687 947
0.73169 779
0.734692 920
0.737695 844
0.740697 707
0.7437 851
0.746702 877
0.749705 698
0.752707 771
0.75571 859
0.758712 756
0.761715 684
0.764717 881
0.767719 955
0.770722 883
0.773724 880
0.776727 798
0.779729 596
0.782732 639
0.785734 570
0.788737 587
0.791739 553
0.794742 685
0.797744 767
0.800747 630
0.803749 707
0.806751 823
0.809754 833
0.812756 745
0.815759 790
0.818761 710
0.821764 718
0.824766 731
0.827769 786
0.830771 726
0.833774 673
0.836776 696
0.839779 904
0.842781 974
0.845783 942
0.848786 929
0.851788 846
0.854791 834
0.857793 743
0.860796 505
0.863798 527
0.866801 501
0.869803 606
0.872806 632
0.875808 722
0.878811 797
0.881813 839
0.884816 665
0.887818 594
0.89082 536
0.893823 509
0.896825 607
0.899828 567
0.90283 645
0.905833 997
0.908835 1168
